,pH,Temp,Current,passorfail,NG
734,10.51,45.84,8.87,,1.0
735,10.82,45.27,7.8,,1.0
736,10.41,43.83,8.11,,1.0
737,9.61,47.44,8.26,,1.0
738,9.51,46.92,8.08,,1.0
739,9.88,44.89,7.49,,1.0
740,10.23,43.88,8.41,,1.0
741,10.38,47.62,8.46,,1.0
742,10.4,42.14,7.25,,1.0
743,10.56,45.81,8.92,,1.0
744,10.35,43.72,7.29,,1.0
745,10.59,45.13,8.35,,1.0
746,10.31,44.56,8.7,,1.0
747,10.91,42.3,7.02,,1.0
748,10.0,43.5,8.77,,1.0
749,9.8,45.58,8.69,,1.0
750,10.59,46.35,8.0,,1.0
751,10.35,46.95,7.75,,1.0
752,9.56,42.84,8.5,,1.0
753,10.15,45.78,7.84,,1.0
754,10.08,45.69,7.74,,1.0
755,10.02,44.87,7.59,,1.0
756,10.42,45.6,8.19,,1.0
757,10.04,45.38,8.17,,1.0
758,9.66,46.93,7.2,,1.0
759,9.93,44.25,8.97,,1.0
760,10.03,47.66,8.11,,1.0
761,9.78,47.97,7.4,,1.0
762,10.44,46.25,7.4,,1.0
763,10.33,45.77,7.12,,1.0
764,9.94,43.23,7.78,,1.0
765,9.56,45.81,8.85,,1.0
766,9.53,44.04,8.31,,1.0
767,9.55,45.26,7.94,,1.0
768,9.67,45.4,7.74,,1.0
769,10.35,45.51,7.83,,1.0
770,9.73,42.54,7.89,,1.0
771,9.86,43.55,7.11,,1.0
772,9.86,47.85,7.22,,1.0
773,10.1,46.21,8.96,,1.0
774,9.62,44.72,7.57,,1.0
775,10.93,44.02,8.24,,1.0
776,11.18,47.03,7.49,,1.0
777,10.56,44.96,7.55,,1.0
778,9.86,44.95,7.45,,1.0
779,10.72,44.96,7.99,,1.0
780,10.42,44.57,7.63,,1.0
781,10.34,47.07,8.26,,1.0
782,10.36,45.47,8.19,,1.0
783,9.81,46.95,8.36,,1.0
784,9.53,44.83,8.77,,1.0
785,10.07,43.26,7.9,,1.0
786,10.07,43.55,8.35,,1.0
787,10.69,47.61,8.99,,1.0
788,10.35,44.96,7.95,,1.0
789,10.05,43.39,7.41,,1.0
790,10.72,47.12,7.69,,1.0
791,10.61,42.81,7.07,,1.0
792,9.54,47.13,8.9,,1.0
793,10.82,43.64,8.33,,1.0
794,9.84,45.79,8.9,,1.0
795,9.93,42.57,7.45,,1.0
796,10.23,47.09,7.44,,1.0
797,9.96,42.07,7.28,,1.0
798,11.37,45.42,7.5,,1.0
799,10.67,44.77,8.36,,1.0
800,10.64,47.95,7.85,,1.0
801,10.17,46.41,8.61,,1.0
802,9.98,45.56,7.58,,1.0
803,10.36,47.71,7.74,,1.0
804,10.88,46.56,8.34,,1.0
805,9.89,46.42,7.99,,1.0
806,10.21,43.81,7.6,,1.0
807,10.52,45.97,7.79,,1.0
808,10.88,43.48,8.53,,1.0
809,10.79,44.92,7.04,,1.0
810,9.75,46.9,7.54,,1.0
811,9.92,47.19,8.76,,1.0
812,9.96,43.33,7.86,,1.0
813,9.63,46.64,7.48,,1.0
814,10.6,45.69,8.67,,1.0
815,10.61,43.36,8.61,,1.0
816,9.98,47.41,8.6,,1.0
817,10.99,45.36,8.41,,1.0
818,9.52,46.08,8.82,,1.0
819,10.13,47.7,8.96,,1.0
820,9.82,42.34,7.84,,1.0
821,10.46,47.74,8.36,,1.0
822,9.88,44.89,8.47,,1.0
823,10.84,46.84,7.36,,1.0
824,10.75,42.37,8.97,,1.0
825,9.67,44.89,8.03,,1.0
826,10.68,43.82,8.18,,1.0
827,9.92,44.72,7.58,,1.0
828,10.45,44.95,8.39,,1.0
829,9.96,42.65,7.31,,1.0
830,10.45,43.38,7.38,,1.0
831,9.6,42.94,8.8,,1.0
832,10.01,46.44,8.88,,1.0
833,10.79,43.55,8.53,,1.0
834,10.12,47.42,8.04,,1.0
835,9.53,44.36,7.87,,1.0
836,10.34,45.83,7.03,,1.0
837,9.75,42.55,7.57,,1.0
838,10.38,44.38,8.88,,1.0
839,9.59,47.39,8.11,,1.0
840,10.22,46.8,7.68,,1.0
841,10.82,42.1,8.56,,1.0
842,10.74,43.84,8.01,,1.0
843,10.08,42.6,8.25,,1.0
844,10.98,42.71,8.93,,1.0
845,9.77,47.59,8.63,,1.0
846,9.9,47.26,8.44,,1.0
847,10.27,42.73,7.68,,1.0
848,10.31,47.19,7.27,,1.0
849,10.95,47.19,7.2,,1.0
850,9.95,44.03,8.89,,1.0
851,10.14,47.8,7.7,,1.0
852,9.58,42.25,7.17,,1.0
853,10.8,45.25,7.68,,1.0
854,10.21,44.57,7.44,,1.0
855,9.93,46.84,8.59,,1.0
856,9.59,42.35,8.22,,1.0
857,10.9,44.29,7.78,,1.0
858,10.72,45.06,8.59,,1.0
859,10.12,47.69,7.51,,1.0
860,10.29,44.46,7.48,,1.0
861,10.68,45.45,7.2,,1.0
862,10.31,44.73,8.47,,1.0
863,9.97,47.27,8.97,,1.0
864,10.85,44.49,7.38,,1.0
865,10.38,46.08,7.23,,1.0
866,9.8,42.63,8.55,,1.0
867,10.49,45.61,8.09,,1.0
868,10.32,46.27,7.26,,1.0
869,10.78,46.92,8.88,,1.0
870,9.57,42.26,7.53,,1.0
871,10.9,42.89,7.63,,1.0
872,10.0,43.09,8.45,,1.0
873,9.95,44.7,7.78,,1.0
874,10.15,47.13,8.49,,1.0
875,10.2,44.33,7.29,,1.0
876,10.96,43.73,7.58,,1.0
877,9.88,43.31,7.54,,1.0
878,10.12,44.26,8.05,,1.0
879,10.25,42.99,8.66,,1.0
880,10.75,44.7,8.91,,1.0
881,10.61,45.18,8.44,,1.0
882,10.08,44.12,8.69,,1.0
883,10.93,44.76,8.1,,1.0
884,10.9,46.32,7.17,,1.0
885,10.57,47.82,7.85,,1.0
886,10.37,46.51,8.34,,1.0
887,10.44,43.73,7.16,,1.0
888,10.41,44.46,7.29,,1.0
889,9.85,46.1,7.8,,1.0
890,10.06,46.83,7.59,,1.0
891,10.52,46.3,8.67,,1.0
892,10.72,46.0,7.74,,1.0
893,9.93,46.55,8.43,,1.0
894,10.02,43.86,7.74,,1.0
895,9.72,45.9,7.27,,1.0
896,10.28,47.06,7.01,,1.0
897,10.1,43.19,7.85,,1.0
898,9.87,47.49,7.98,,1.0
899,10.91,47.94,7.13,,1.0
900,10.05,44.22,7.05,,1.0
901,9.9,46.65,7.34,,1.0
902,9.67,44.97,8.34,,1.0
903,10.59,42.26,7.75,,1.0
904,10.62,44.96,8.52,,1.0
905,10.49,42.26,8.98,,1.0
906,10.61,43.07,7.09,,1.0
907,10.39,47.02,8.7,,1.0
908,10.05,47.32,8.73,,1.0
909,10.5,44.62,8.71,,1.0
910,10.61,47.06,8.42,,1.0
911,10.27,45.38,8.28,,1.0
912,10.32,43.37,8.02,,1.0
913,10.35,44.87,7.52,,1.0
914,10.14,45.03,7.14,,1.0
915,10.86,46.73,8.92,,1.0
916,10.74,46.83,8.96,,1.0
917,10.22,44.28,7.09,,1.0
918,10.9,44.39,7.72,,1.0
919,10.66,47.17,7.1,,1.0
920,10.35,44.2,8.97,,1.0
921,10.91,45.18,7.05,,1.0
922,10.39,43.19,8.75,,1.0
923,9.81,47.5,7.86,,1.0
924,10.27,44.7,8.21,,1.0
925,9.87,43.46,8.51,,1.0
926,10.25,47.68,7.72,,1.0
927,9.65,43.0,8.57,,1.0
928,10.29,44.39,7.13,,1.0
929,9.7,42.18,8.69,,1.0
930,10.63,46.97,7.67,,1.0
931,9.57,47.76,8.32,,1.0
932,10.63,45.57,8.04,,1.0
933,9.91,44.65,7.43,,1.0
934,9.96,44.29,7.33,,1.0
935,9.98,45.25,8.09,,1.0
936,10.04,46.81,7.68,,1.0
937,10.16,46.35,8.73,,1.0
938,9.85,43.65,8.06,,1.0
939,10.19,45.88,7.52,,1.0
940,9.84,45.71,7.11,,1.0
941,9.91,43.56,7.81,,1.0
942,10.27,45.47,7.48,,1.0
943,10.0,47.76,8.91,,1.0
944,10.78,46.6,7.29,,1.0
945,10.39,47.65,7.41,,1.0
946,10.28,46.9,8.41,,1.0
947,9.89,46.83,8.92,,1.0
948,10.26,47.99,7.15,,1.0
949,9.68,43.26,8.19,,1.0
950,9.78,44.9,8.41,,1.0
951,10.23,43.19,8.78,,1.0
952,10.02,47.85,7.21,,1.0
953,10.61,47.99,8.33,,1.0
954,10.74,44.19,7.03,,1.0
955,10.71,46.09,8.65,,1.0
956,9.56,47.32,8.2,,1.0
957,10.08,47.97,8.65,,1.0
958,9.92,43.3,8.8,,1.0
959,9.74,43.16,8.46,,1.0
960,11.85,45.36,8.46,,1.0
961,10.7,43.74,7.84,,1.0
962,10.13,46.15,8.56,,1.0
963,10.72,43.39,8.36,,1.0
964,10.49,44.03,7.42,,1.0
965,10.87,44.98,8.95,,1.0
966,9.8,45.11,7.78,,1.0
967,10.83,47.99,7.93,,1.0
968,9.57,45.39,7.09,,1.0
969,10.49,43.87,8.14,,1.0
970,10.83,44.0,8.84,,1.0
971,9.62,45.08,8.99,,1.0
972,10.62,42.74,7.21,,1.0
973,9.67,43.35,7.91,,1.0
974,10.09,43.88,7.82,,1.0
975,10.19,45.55,8.39,,1.0
976,10.46,44.81,8.79,,1.0
977,10.32,46.7,7.96,,1.0
978,10.25,44.54,8.45,,1.0
979,9.61,44.31,8.5,,1.0
980,10.04,44.32,8.85,,1.0
981,9.79,43.69,8.28,,1.0
982,10.95,47.58,8.29,,1.0
983,10.72,42.06,8.79,,1.0
984,10.85,44.74,8.27,,1.0
985,10.26,47.29,7.44,,1.0
986,10.73,44.29,7.74,,1.0
987,9.83,43.49,8.7,,1.0
988,10.08,42.81,8.98,,1.0
989,9.95,44.38,8.14,,1.0
990,10.7,45.06,7.19,,1.0
991,10.02,42.78,7.51,,1.0
992,10.65,45.28,7.95,,1.0
993,10.93,44.23,7.15,,1.0
994,10.85,44.13,7.64,,1.0
995,10.52,44.86,8.31,,1.0
996,9.65,47.26,8.52,,1.0
997,10.44,45.38,8.46,,1.0
998,10.72,45.94,8.53,,1.0
999,10.45,46.59,7.53,,1.0
1000,9.98,42.32,7.84,,1.0
1001,11.21,46.13,7.49,,1.0
1002,10.86,44.73,8.97,,1.0
1003,10.74,45.19,7.56,,1.0
1004,10.21,42.31,7.26,,1.0
1005,10.32,44.07,8.03,,1.0
1006,9.69,45.2,8.16,,1.0
1007,10.55,43.01,7.28,,1.0
1008,10.23,43.01,7.12,,1.0
1009,10.36,45.12,7.2,,1.0
1010,9.75,47.54,7.89,,1.0
1011,10.86,42.58,7.38,,1.0
1012,9.7,42.77,7.5,,1.0
1013,10.85,45.66,8.28,,1.0
1014,10.82,45.45,8.68,,1.0
1015,10.01,46.37,7.33,,1.0
1016,10.46,46.94,8.15,,1.0
1017,10.98,47.14,8.77,,1.0
1018,9.6,42.03,8.55,,1.0
1019,10.94,42.64,7.21,,1.0
1020,10.88,45.54,7.19,,1.0
1021,10.38,43.83,7.4,,1.0
1022,10.36,47.27,8.61,,1.0
1023,10.81,43.57,8.39,,1.0
1024,10.48,45.64,7.72,,1.0
1025,9.71,44.35,8.88,,1.0
1026,10.22,44.31,7.24,,1.0
1027,9.77,46.85,8.72,,1.0
1028,10.39,42.95,8.14,,1.0
1029,10.42,47.6,7.51,,1.0
1030,10.11,42.19,8.41,,1.0
1031,10.17,45.24,8.05,,1.0
1032,10.5,44.73,8.04,,1.0
1033,10.2,42.52,8.07,,1.0
1034,10.97,42.89,8.78,,1.0
1035,10.82,43.75,7.48,,1.0
1036,10.78,44.48,8.53,,1.0
1037,9.77,44.91,7.88,,1.0
1038,10.93,45.98,8.12,,1.0
1039,9.98,42.9,7.68,,1.0
1040,10.83,45.35,7.53,,1.0
1041,10.59,47.12,8.59,,1.0
1042,10.38,45.75,8.2,,1.0
1043,9.56,44.57,7.27,,1.0
1044,9.67,44.6,8.1,,1.0
1045,11.71,44.14,6.29,,1.0
1046,9.85,42.74,7.99,,1.0
1047,10.94,47.14,7.29,,1.0
1048,10.85,43.59,8.39,,1.0
1049,10.08,45.77,7.11,,1.0
1050,10.66,46.66,7.57,,1.0
1051,9.84,45.73,7.99,,1.0
1052,10.2,46.84,7.38,,1.0
1053,10.6,46.06,8.93,,1.0
1054,10.65,44.14,8.64,,1.0
1055,10.07,44.42,8.51,,1.0
1056,9.76,42.41,7.82,,1.0
1057,10.76,43.28,8.16,,1.0
1058,10.42,43.01,7.76,,1.0
1059,9.75,42.81,8.6,,1.0
1060,9.6,44.69,7.94,,1.0
1061,10.1,43.71,8.46,,1.0
1062,10.6,42.56,7.28,,1.0
1063,10.48,46.41,7.61,,1.0
1064,10.72,45.25,7.94,,1.0
1065,9.68,47.13,7.25,,1.0
1066,10.85,46.03,8.8,,1.0
1067,10.84,42.92,8.98,,1.0
1068,10.88,45.05,7.64,,1.0
1069,10.34,45.81,8.43,,1.0
1070,9.99,45.14,7.49,,1.0
1071,9.83,44.72,7.08,,1.0
1072,9.96,47.75,7.08,,1.0
1073,10.3,43.88,7.36,,1.0
1074,10.53,45.52,8.63,,1.0
1075,9.8,43.71,7.68,,1.0
1076,11.71,44.14,6.29,,1.0
1077,10.54,44.99,7.6,,1.0
1078,10.12,46.14,8.08,,1.0
1079,9.94,47.78,8.6,,1.0
1080,9.85,43.93,7.69,,1.0
1081,10.4,42.87,8.0,,1.0
1082,9.93,42.61,7.27,,1.0
1083,10.44,46.09,8.54,,1.0
1084,9.99,45.38,8.15,,1.0
1085,9.96,45.73,7.12,,1.0
1086,10.84,47.58,8.11,,1.0
1087,10.47,44.09,7.61,,1.0
1088,10.26,46.47,8.06,,1.0
1089,11.71,44.14,6.29,,1.0
1090,9.95,43.71,8.4,,1.0
1091,9.65,47.44,7.47,,1.0
1092,10.05,44.51,7.46,,1.0
1093,11.71,44.14,6.29,,1.0
1094,10.9,45.67,8.57,,1.0
1095,10.02,45.59,8.9,,1.0
1096,9.86,46.12,8.52,,1.0
1097,9.92,44.76,7.9,,1.0
1098,10.66,44.25,8.11,,1.0
1099,9.97,47.26,8.48,,1.0
1100,10.31,46.73,8.36,,1.0
1101,10.48,46.54,8.66,,1.0
1102,9.65,42.74,8.7,,1.0
1103,10.82,42.62,7.88,,1.0
1104,10.68,45.1,8.03,,1.0
1105,9.64,42.6,8.6,,1.0
1106,10.37,47.54,8.26,,1.0
1107,10.96,44.86,8.67,,1.0
1108,11.65,46.2,8.73,,1.0
1109,9.75,46.71,8.38,,1.0
1110,10.4,46.58,8.33,,1.0
1111,9.52,43.4,7.01,,1.0
1112,10.68,45.55,7.67,,1.0
1113,9.76,44.31,8.36,,1.0
1114,10.0,47.59,7.4,,1.0
1115,10.49,46.66,7.03,,1.0
1116,10.8,46.98,8.07,,1.0
1117,10.02,42.8,7.08,,1.0
1118,9.59,46.63,7.41,,1.0
1119,9.7,43.5,8.18,,1.0
1120,9.54,45.09,7.88,,1.0
1121,10.14,43.89,8.39,,1.0
1122,10.72,45.39,7.2,,1.0
1123,10.5,44.14,7.75,,1.0
1124,10.36,46.72,7.54,,1.0
1125,9.51,47.02,8.45,,1.0
1126,10.79,45.49,7.28,,1.0
1127,10.6,42.83,8.98,,1.0
1128,10.85,45.42,8.83,,1.0
1129,10.68,43.35,8.9,,1.0
1130,10.63,44.56,8.65,,1.0
1131,10.41,46.03,7.66,,1.0
1132,10.9,45.25,8.33,,1.0
1133,10.85,42.97,7.68,,1.0
1134,10.45,47.54,8.04,,1.0
1135,10.44,45.46,8.6,,1.0
1136,10.41,46.28,7.46,,1.0
1137,9.66,45.32,8.27,,1.0
1138,10.95,44.86,8.68,,1.0
1139,10.93,42.79,7.92,,1.0
1140,9.63,42.62,8.47,,1.0
1141,10.88,43.73,7.52,,1.0
1142,9.7,42.92,7.07,,1.0
1143,10.2,42.98,8.8,,1.0
1144,10.46,43.82,7.06,,1.0
1145,11.47,45.9,6.24,,1.0
1146,10.45,44.5,8.75,,1.0
1147,10.33,46.92,7.04,,1.0
1148,11.19,46.65,5.72,,1.0
1149,10.19,45.42,7.79,,1.0
1150,9.77,46.71,8.86,,1.0
1151,10.65,43.72,8.88,,1.0
1152,10.3,45.81,8.87,,1.0
1153,9.84,45.64,7.55,,1.0
1154,10.25,43.14,7.13,,1.0
1155,10.27,43.08,8.93,,1.0
1156,10.08,43.42,7.22,,1.0
1157,10.2,46.92,7.44,,1.0
1158,9.69,46.62,8.6,,1.0
1159,9.7,45.81,7.57,,1.0
1160,10.32,42.94,7.18,,1.0
1161,10.73,42.79,7.18,,1.0
1162,10.35,45.1,7.75,,1.0
1163,10.1,46.63,8.48,,1.0
1164,10.48,43.15,7.17,,1.0
1165,10.19,43.16,8.78,,1.0
1166,10.48,44.19,8.28,,1.0
1167,9.55,45.09,7.53,,1.0
1168,9.52,43.75,8.93,,1.0
1169,9.94,45.75,8.81,,1.0
1170,9.8,45.54,8.57,,1.0
1171,10.69,44.23,8.6,,1.0
1172,10.04,42.79,8.02,,1.0
1173,10.37,47.86,8.94,,1.0
1174,10.55,44.96,7.78,,1.0
1175,10.53,45.36,7.09,,1.0
1176,10.11,44.45,7.7,,1.0
1177,10.53,43.21,7.66,,1.0
1178,10.02,45.07,7.22,,1.0
1179,10.61,45.45,7.67,,1.0
1180,10.14,47.71,7.25,,1.0
1181,10.93,46.27,7.14,,1.0
1182,10.47,44.48,8.4,,1.0
1183,10.42,42.08,7.51,,1.0
1184,10.04,43.57,8.1,,1.0
1185,10.27,47.79,7.29,,1.0
1186,10.69,44.96,8.68,,1.0
1187,10.63,45.52,7.12,,1.0
1188,10.16,43.41,7.66,,1.0
1189,9.69,47.46,7.76,,1.0
1190,10.5,42.5,7.37,,1.0
1191,10.99,45.6,8.64,,1.0
1192,9.86,43.5,7.75,,1.0
1193,10.82,45.02,8.31,,1.0
1194,10.99,45.13,8.4,,1.0
1195,9.72,42.43,7.82,,1.0
1196,10.69,42.04,7.69,,1.0
1197,10.18,45.89,7.55,,1.0
1198,9.69,42.32,8.34,,1.0
1199,9.82,46.0,8.41,,1.0
1200,9.87,45.61,8.44,,1.0
1201,10.87,47.51,8.38,,1.0
1202,10.34,46.29,8.12,,1.0
1203,10.79,46.65,7.97,,1.0
1204,10.02,46.1,7.36,,1.0
1205,9.83,43.56,8.79,,1.0
1206,10.13,46.37,7.21,,1.0
1207,10.94,44.24,7.15,,1.0
1208,9.63,45.22,6.07,,1.0
1209,10.69,46.02,8.51,,1.0
1210,10.2,43.76,7.14,,1.0
1211,10.61,46.44,8.47,,1.0
1212,10.17,47.89,7.08,,1.0
1213,10.91,47.85,8.32,,1.0
1214,10.11,43.74,8.21,,1.0
1215,10.7,42.12,8.61,,1.0
1216,10.79,44.28,8.81,,1.0
1217,10.26,44.25,8.31,,1.0
1218,9.75,42.54,7.92,,1.0
1219,10.41,45.98,7.25,,1.0
1220,10.05,42.68,7.48,,1.0
1221,10.52,47.64,8.76,,1.0
1222,10.69,43.47,8.54,,1.0
1223,10.13,43.74,7.37,,1.0
1224,10.54,44.79,8.67,,1.0
1225,10.25,44.7,8.48,,1.0
1226,10.42,45.06,7.42,,1.0
1227,10.35,46.57,7.28,,1.0
1228,10.17,47.98,7.09,,1.0
1229,10.68,44.59,8.91,,1.0
1230,9.6,46.17,8.56,,1.0
1231,10.6,42.62,8.85,,1.0
1232,9.79,45.99,7.42,,1.0
1233,10.53,45.57,7.26,,1.0
1234,10.96,43.38,7.11,,1.0
1235,10.22,47.53,8.78,,1.0
1236,10.68,47.39,8.54,,1.0
1237,10.33,44.58,8.99,,1.0
1238,10.51,47.46,7.13,,1.0
1239,10.9,46.27,8.77,,1.0
1240,10.5,43.0,7.39,,1.0
1241,10.37,45.84,7.61,,1.0
1242,10.18,47.82,8.85,,1.0
1243,10.39,47.81,7.75,,1.0
1244,10.93,45.72,8.17,,1.0
1245,10.42,46.03,7.1,,1.0
1246,10.74,44.15,7.81,,1.0
1247,10.14,45.61,7.14,,1.0
1248,9.92,47.78,8.4,,1.0
1249,9.98,44.01,8.81,,1.0
1250,10.37,45.53,7.3,,1.0
1251,9.97,44.45,7.52,,1.0
1252,9.62,47.81,7.62,,1.0
1253,9.58,47.51,7.74,,1.0
1254,10.94,43.32,7.99,,1.0
1255,10.9,43.05,7.11,,1.0
1256,9.9,42.57,8.05,,1.0
1257,10.94,43.31,7.96,,1.0
1258,10.25,44.28,8.0,,1.0
1259,10.65,47.01,8.31,,1.0
1260,9.75,46.14,7.93,,1.0
1261,9.51,46.57,7.24,,1.0
1262,10.7,47.42,7.6,,1.0
1263,10.41,42.85,7.95,,1.0
1264,10.38,46.36,7.46,,1.0
1265,9.51,42.75,7.92,,1.0
1266,10.37,46.94,7.76,,1.0
1267,9.59,43.79,7.79,,1.0
1268,9.95,47.43,7.11,,1.0
1269,10.37,44.41,8.93,,1.0
1270,10.89,46.94,8.16,,1.0
1271,10.06,47.09,7.99,,1.0
1272,10.02,45.4,7.9,,1.0
1273,10.44,43.16,8.5,,1.0
1274,10.3,45.84,8.53,,1.0
1275,10.42,47.02,8.02,,1.0
1276,10.43,46.69,7.91,,1.0
1277,10.28,45.42,7.9,,1.0
1278,10.93,44.01,7.67,,1.0
1279,10.04,47.95,8.12,,1.0
1280,9.88,43.98,7.45,,1.0
1281,10.8,43.14,8.96,,1.0
1282,10.51,47.74,7.01,,1.0
1283,10.48,43.26,8.24,,1.0
1284,9.83,47.46,8.01,,1.0
1285,9.84,42.09,7.55,,1.0
1286,10.49,46.53,8.98,,1.0
1287,10.99,43.68,7.26,,1.0
1288,10.53,44.23,7.8,,1.0
1289,10.43,47.05,8.39,,1.0
1290,10.7,43.48,8.51,,1.0
1291,10.01,43.59,8.36,,1.0
1292,10.77,42.46,7.72,,1.0
1293,9.66,46.42,7.87,,1.0
1294,10.23,45.92,8.44,,1.0
1295,10.09,42.46,7.78,,1.0
1296,10.39,45.25,7.35,,1.0
1297,10.26,42.1,7.31,,1.0
1298,10.18,44.99,8.89,,1.0
1299,10.42,43.67,8.62,,1.0
1300,9.67,42.55,8.17,,1.0
1301,10.29,46.56,8.01,,1.0
1302,10.62,44.68,7.25,,1.0
1303,10.04,43.17,8.99,,1.0
1304,10.15,47.11,7.96,,1.0
1305,9.64,44.42,8.78,,1.0
1306,9.85,47.15,8.27,,1.0
1307,10.7,45.46,8.67,,1.0
1308,10.43,43.96,8.23,,1.0
1309,10.26,44.41,7.29,,1.0
1310,10.55,42.19,8.72,,1.0
1311,9.61,44.68,8.36,,1.0
1312,10.2,46.11,8.07,,1.0
1313,9.68,45.5,8.57,,1.0
1314,9.83,43.39,8.62,,1.0
1315,10.06,44.89,7.59,,1.0
1316,10.12,42.84,8.97,,1.0
1317,10.41,46.73,7.51,,1.0
1318,9.51,45.07,8.84,,1.0
1319,10.62,43.21,8.89,,1.0
1320,10.19,44.93,8.22,,1.0
1321,9.97,42.67,7.7,,1.0
1322,10.36,46.93,7.57,,1.0
1323,10.8,43.11,7.86,,1.0
1324,9.91,43.18,7.7,,1.0
1325,10.13,43.49,7.75,,1.0
1326,9.92,44.93,8.16,,1.0
1327,10.72,47.5,7.23,,1.0
1328,9.95,43.77,8.61,,1.0
1329,10.59,43.01,7.71,,1.0
1330,9.52,45.67,7.63,,1.0
1331,9.69,43.3,7.04,,1.0
1332,9.65,42.9,8.24,,1.0
1333,10.8,47.69,7.48,,1.0
1334,9.56,44.55,8.59,,1.0
1335,10.34,43.74,8.39,,1.0
1336,9.73,45.59,7.67,,1.0
1337,9.87,44.53,8.53,,1.0
1338,9.87,46.42,8.1,,1.0
1339,10.88,45.55,7.69,,1.0
1340,9.85,47.23,8.34,,1.0
1341,9.95,47.24,8.2,,1.0
1342,9.87,42.39,8.67,,1.0
1343,9.59,45.2,7.91,,1.0
1344,9.69,47.09,7.89,,1.0
1345,9.85,43.24,7.15,,1.0
1346,10.03,43.22,7.29,,1.0
1347,10.81,46.92,8.48,,1.0
1348,10.92,44.75,8.03,,1.0
1349,9.74,44.07,8.12,,1.0
1350,9.66,42.35,7.5,,1.0
1351,9.99,43.02,8.71,,1.0
1352,10.63,47.68,8.9,,1.0
1353,10.48,43.26,8.25,,1.0
1354,10.42,42.49,7.1,,1.0
1355,10.76,47.4,7.15,,1.0
1356,9.55,47.67,8.4,,1.0
1357,10.01,45.56,7.41,,1.0
1358,10.15,43.71,8.78,,1.0
1359,10.53,43.71,7.4,,1.0
1360,10.2,44.02,8.17,,1.0
1361,9.83,43.52,8.21,,1.0
1362,10.35,47.79,7.37,,1.0
1363,10.02,44.51,7.9,,1.0
1364,10.49,46.73,8.67,,1.0
1365,10.49,46.1,8.57,,1.0
1366,10.68,45.1,7.14,,1.0
1367,10.78,45.61,7.09,,1.0
1368,9.97,47.87,8.67,,1.0
1369,10.74,42.55,8.36,,1.0
1370,9.61,44.06,7.01,,1.0
1371,9.52,45.2,7.11,,1.0
1372,10.07,45.67,7.13,,1.0
1373,10.08,43.99,8.75,,1.0
1374,10.5,44.59,8.69,,1.0
1375,10.33,47.54,8.33,,1.0
1376,10.24,46.04,7.57,,1.0
1377,10.65,46.26,7.89,,1.0
1378,10.71,42.54,7.35,,1.0
1379,9.63,42.55,8.29,,1.0
1380,9.69,43.95,8.54,,1.0
1381,9.61,47.8,8.94,,1.0
1382,10.77,47.16,8.11,,1.0
1383,10.61,45.9,7.34,,1.0
1384,9.93,44.6,8.32,,1.0
1385,10.04,42.46,8.65,,1.0
1386,9.74,45.17,7.05,,1.0
1387,10.55,42.95,7.31,,1.0
1388,9.81,45.58,8.59,,1.0
1389,9.76,42.33,7.34,,1.0
1390,10.26,47.31,7.17,,1.0
1391,9.74,47.06,7.64,,1.0
1392,10.95,42.75,7.95,,1.0
1393,10.73,46.61,8.07,,1.0
1394,9.9,44.66,8.56,,1.0
1395,10.84,44.22,8.15,,1.0
1396,10.59,46.35,7.53,,1.0
1397,10.85,43.19,8.04,,1.0
1398,9.79,44.87,8.67,,1.0
1399,10.52,44.76,7.77,,1.0
1400,10.72,44.41,8.92,,1.0
1401,9.54,42.44,8.33,,1.0
1402,10.27,43.53,8.1,,1.0
1403,10.38,43.74,8.08,,1.0
1404,9.81,45.47,8.74,,1.0
1405,10.46,42.05,8.84,,1.0
1406,10.87,45.99,8.01,,1.0
1407,10.3,43.74,7.94,,1.0
1408,9.79,47.02,7.8,,1.0
1409,9.78,44.6,7.44,,1.0
1410,10.05,43.86,7.25,,1.0
1411,10.92,45.05,7.29,,1.0
1412,10.85,46.16,8.39,,1.0
1413,10.48,42.87,7.09,,1.0
1414,10.93,45.64,8.01,,1.0
1415,10.34,44.56,7.48,,1.0
1416,10.44,44.47,7.76,,1.0
1417,10.34,43.53,7.42,,1.0
1418,10.92,44.84,7.23,,1.0
1419,9.51,46.37,8.16,,1.0
1420,10.66,46.27,7.9,,1.0
1421,10.99,44.49,8.77,,1.0
1422,9.88,46.72,8.57,,1.0
1423,9.88,47.39,7.5,,1.0
1424,10.61,42.21,8.59,,1.0
1425,10.9,42.62,7.6,,1.0
1426,9.75,46.4,8.41,,1.0
1427,10.79,45.28,8.08,,1.0
1428,10.62,45.15,7.67,,1.0
1429,10.24,44.03,7.22,,1.0
1430,10.34,42.51,7.05,,1.0
1431,10.53,44.81,8.59,,1.0
1432,9.76,46.53,8.87,,1.0
1433,9.95,46.32,8.92,,1.0
1434,10.94,43.62,8.98,,1.0
1435,10.67,42.88,8.12,,1.0
1436,10.67,46.77,8.08,,1.0
1437,10.02,42.97,8.66,,1.0
1438,10.0,45.85,7.91,,1.0
1439,10.51,42.6,7.56,,1.0
1440,9.73,44.44,7.5,,1.0
1441,9.87,43.61,8.22,,1.0
1442,9.89,44.46,7.38,,1.0
1443,9.72,44.62,7.9,,1.0
1444,10.01,47.45,7.83,,1.0
1445,10.08,45.73,7.41,,1.0
